              2,               1
              3,               9
              4,               6
              5,              31
              6,              35
              7,              69
              8,              92
              9,             120
             10,             153
             11,             198
             12,             208
             13,             269
             14,             301
             15,             365
             16,             409
             17,             480
             18,             532
             19,             616
             20,             663
             21,             733
             22,             796
             23,             901
             24,             960
             25,            1059
             26,            1144
             27,            1238
             28,            1324
             29,            1422
             30,            1535
             31,            1660
             32,            1745
             33,            1900
             34,            1983
             35,            2136
             36,            2221
             37,            2405
             38,            2455
             39,            2637
             40,            2797
             41,            2870
             42,            3046
             43,            3183
             44,            3356
             45,            3514
             46,            3651
             47,            3835
             48,            4023
             49,            4136
             50,            4354
             51,            4509
             52,            4725
             53,            4922
             54,            5036
             55,            5271
             56,            5464
             57,            5659
             58,            5870
             59,            6099
             60,            6249
             61,            6525
             62,            6734
             63,            6912
             64,            7171
             65,            7434
             66,            7582
             67,            7879
             68,            8107
             69,            8425
             70,            8560
             71,            8903
             72,            9193
             73,            9334
             74,            9593
             75,            9926
             76,           10144
             77,           10430
             78,           10764
             79,           10996
             80,           11285
             81,           11546
             82,           11841
             83,           12042
             84,           12423
             85,           12756
             86,           13010
             87,           13278
             88,           13703
             89,           14027
             90,           14312
             91,           14599
             92,           14866
             93,           15192
             94,           15560
             95,           15894
             96,           16315
             97,           16616
             98,           16897
             99,           17252
            100,           17701
