t, x, y, z, vx, vy, vz 
0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.5000000000e+01, 0.0000000000e+00
5.0000000000e-03, 2.0001628189e+01, 1.2500000000e-01, 1.9999758787e+01, 3.2563773832e-01, 2.5000000000e+01, -4.8242627900e-02
1.0000000000e-02, 2.0004884576e+01, 2.4998111677e-01, 1.9999276363e+01, 6.5127744035e-01, 2.4996223353e+01, -9.6484673962e-02
1.5000000000e-02, 2.0009768953e+01, 3.7492446683e-01, 1.9998552736e+01, 9.7687552095e-01, 2.4988670013e+01, -1.4472555636e-01
2.0000000000e-02, 2.0016280895e+01, 4.9981116901e-01, 1.9997587912e+01, 1.3023883942e+00, 2.4977340436e+01, -1.9296469326e-01
2.5000000000e-02, 2.0024419758e+01, 6.2462234692e-01, 1.9996381905e+01, 1.6277724791e+00, 2.4962235581e+01, -2.4120150289e-01
3.0000000000e-02, 2.0034184679e+01, 7.4933913148e-01, 1.9994934728e+01, 1.9529842056e+00, 2.4943356911e+01, -2.8943540347e-01
3.5000000000e-02, 2.0045574579e+01, 8.7394266343e-01, 1.9993246399e+01, 2.2779800200e+00, 2.4920706391e+01, -3.3766581327e-01
4.0000000000e-02, 2.0058588161e+01, 9.9841409587e-01, 1.9991316938e+01, 2.6027163913e+00, 2.4894286488e+01, -3.8589215059e-01
4.5000000000e-02, 2.0073223910e+01, 1.1227345967e+00, 1.9989146369e+01, 2.9271498163e+00, 2.4864100171e+01, -4.3411383381e-01
5.0000000000e-02, 2.0089480094e+01, 1.2468853513e+00, 1.9986734717e+01, 3.2512368263e+00, 2.4830150913e+01, -4.8233028132e-01
5.5000000000e-02, 2.0107354764e+01, 1.3708475647e+00, 1.9984082013e+01, 3.5749339919e+00, 2.4792442687e+01, -5.3054091162e-01
6.0000000000e-02, 2.0126845754e+01, 1.4946024646e+00, 1.9981188287e+01, 3.8981979296e+00, 2.4750979966e+01, -5.7874514324e-01
6.5000000000e-02, 2.0147950680e+01, 1.6181313032e+00, 1.9978053575e+01, 4.2209853070e+00, 2.4705767727e+01, -6.2694239482e-01
7.0000000000e-02, 2.0170666945e+01, 1.7414153604e+00, 1.9974677915e+01, 4.5432528491e+00, 2.4656811444e+01, -6.7513208506e-01
7.5000000000e-02, 2.0194991731e+01, 1.8644359459e+00, 1.9971061346e+01, 4.8649573435e+00, 2.4604117091e+01, -7.2331363276e-01
8.0000000000e-02, 2.0220922010e+01, 1.9871744016e+00, 1.9967203914e+01, 5.1860556467e+00, 2.4547691141e+01, -7.7148645683e-01
8.5000000000e-02, 2.0248454533e+01, 2.1096121044e+00, 1.9963105664e+01, 5.5065046895e+00, 2.4487540566e+01, -8.1964997626e-01
9.0000000000e-02, 2.0277585840e+01, 2.2317304686e+00, 1.9958766646e+01, 5.8262614828e+00, 2.4423672833e+01, -8.6780361017e-01
9.5000000000e-02, 2.0308312256e+01, 2.3535109481e+00, 1.9954186912e+01, 6.1452831236e+00, 2.4356095905e+01, -9.1594677780e-01
